ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = Litter depth
Units = Inches

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIAB 16,0.99,***,***,***,***,***,***,***,***,***,0.51,-0.48,-48.23,0.46,-0.53,-53.79,0.47,-0.53,-53.03,0.76,-0.23,-23.23,0.94,-0.05,-5.30,***,***,***,***,***,***,0.00,-0.99,-100.00,0.17,-0.82,-82.83,0.26,-0.73,-73.99,0.60,-0.40,-39.90,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 17,0.70,***,***,***,***,***,***,***,***,***,0.60,-0.10,-14.64,0.32,-0.38,-54.29,0.44,-0.26,-37.50,0.56,-0.15,-20.71,0.72,0.02,2.86,***,***,***,***,***,***,0.19,-0.51,-73.21,0.29,-0.41,-58.93,0.27,-0.44,-62.14,0.66,-0.04,-5.36,***,***,***,0.12,-0.58,-82.50,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 18,0.97,***,***,***,***,***,***,***,***,***,0.88,-0.09,-8.97,0.31,-0.66,-67.93,0.42,-0.55,-56.81,0.51,-0.46,-47.24,0.81,-0.16,-16.47,***,***,***,***,***,***,0.14,-0.83,-86.03,0.21,-0.75,-78.02,0.19,-0.78,-80.86,0.33,-0.64,-65.86,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 19,1.05,***,***,***,***,***,***,***,***,***,0.69,-0.36,-34.29,0.75,-0.30,-28.81,0.29,-0.77,-72.86,0.77,-0.28,-26.43,0.75,-0.31,-29.05,***,***,***,***,***,***,0.10,-0.95,-90.71,0.11,-0.94,-89.52,0.20,-0.86,-81.43,0.30,-0.76,-71.90,***,***,***,0.15,-0.90,-85.48,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 20,1.24,***,***,***,***,***,***,***,***,***,0.64,-0.60,-48.58,0.39,-0.85,-68.62,0.56,-0.68,-54.86,0.63,-0.61,-49.39,0.90,-0.34,-27.13,***,***,***,***,***,***,0.05,-1.19,-95.95,0.06,-1.17,-94.94,0.24,-1.00,-80.97,0.36,-0.88,-71.05,***,***,***,0.47,-0.77,-62.35,0.35,-0.89,-71.86,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 23,1.13,0.64,-0.49,-43.11,1.02,-0.10,-9.11,0.79,-0.33,-29.56,0.57,-0.56,-49.56,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 26,0.54,***,***,***,***,***,***,***,***,***,0.61,0.07,11.98,0.50,-0.05,-8.29,0.52,-0.02,-3.69,0.52,-0.02,-3.69,0.35,-0.19,-35.02,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 27,1.61,0.95,-0.67,-41.30,***,***,***,***,***,***,0.74,-0.87,-53.88,0.22,-1.40,-86.65,0.14,-1.47,-91.46,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 02,0.62,0.55,-0.07,-10.89,0.68,0.06,10.08,0.52,-0.11,-16.94,0.46,-0.17,-26.61,0.41,-0.22,-34.68,0.23,-0.39,-63.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 04,0.44,0.87,0.43,97.71,0.66,0.23,51.43,0.59,0.16,35.43,0.31,-0.13,-29.71,0.25,-0.19,-42.86,0.17,-0.27,-60.57,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 10,1.44,0.58,-0.86,-59.79,0.51,-0.94,-64.99,***,***,***,0.45,-1.00,-68.98,0.45,-1.00,-69.15,0.36,-1.08,-75.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 13,0.92,0.64,-0.28,-30.62,***,***,***,***,***,***,0.69,-0.23,-24.93,0.28,-0.64,-69.38,0.32,-0.60,-65.31,0.19,-0.73,-79.13,0.29,-0.64,-68.83,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 14,0.53,0.68,0.15,27.83,***,***,***,***,***,***,0.39,-0.15,-27.36,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 16,0.75,0.80,0.05,6.67,0.61,-0.14,-18.33,***,***,***,0.56,-0.19,-25.33,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 17,1.01,0.84,-0.16,-16.17,***,***,***,***,***,***,0.62,-0.39,-38.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 11,1.55,0.32,-1.23,-79.19,***,***,***,***,***,***,1.55,-0.01,-0.32,0.34,-1.21,-78.23,0.38,-1.17,-75.32,0.51,-1.04,-67.26,0.83,-0.72,-46.61,0.64,-0.92,-59.03,***,***,***,0.33,-1.22,-78.87,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 14,0.67,***,***,***,***,***,***,***,***,***,1.34,0.68,101.88,0.05,-0.62,-92.86,0.58,-0.09,-13.53,0.65,-0.02,-3.01,0.42,-0.24,-36.47,0.48,-0.19,-28.57,***,***,***,0.12,-0.55,-81.95,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 23,1.28,***,***,***,***,***,***,***,***,***,1.39,0.11,8.20,0.27,-1.01,-78.71,0.33,-0.95,-74.41,0.25,-1.04,-80.86,0.60,-0.69,-53.52,0.62,-0.66,-51.37,***,***,***,0.26,-1.03,-80.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 24,1.65,***,***,***,***,***,***,***,***,***,2.50,0.86,51.90,0.02,-1.63,-99.09,0.23,-1.42,-86.04,0.61,-1.04,-62.82,0.76,-0.89,-53.72,0.91,-0.74,-44.92,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 25,0.68,0.65,-0.04,-5.15,***,***,***,***,***,***,0.87,0.19,28.31,0.51,-0.18,-25.74,0.52,-0.16,-23.53,0.48,-0.20,-29.41,0.77,0.09,12.87,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 30,1.00,***,***,***,***,***,***,***,***,***,1.28,0.28,27.82,0.28,-0.72,-72.43,0.55,-0.45,-45.11,0.67,-0.33,-32.83,0.52,-0.48,-48.12,0.91,-0.09,-9.27,***,***,***,0.32,-0.68,-67.92,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 03,0.32,***,***,***,***,***,***,***,***,***,0.42,0.10,29.96,0.11,-0.22,-67.32,0.15,-0.17,-52.53,0.28,-0.04,-12.84,0.54,0.22,68.87,***,***,***,***,***,***,0.45,0.13,40.08,0.35,0.03,8.17,0.17,-0.15,-47.08,0.29,-0.03,-8.95,0.66,0.33,103.89,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 04,1.11,***,***,***,***,***,***,***,***,***,0.66,-0.45,-40.50,0.29,-0.82,-73.76,0.51,-0.60,-54.07,0.59,-0.52,-47.06,0.64,-0.47,-42.31,***,***,***,***,***,***,0.23,-0.88,-79.64,0.13,-0.98,-88.24,0.29,-0.82,-74.21,0.36,-0.74,-67.19,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 18,1.28,0.76,-0.52,-40.70,1.19,-0.09,-7.05,***,***,***,1.17,-0.11,-8.41,0.29,-0.99,-77.50,0.36,-0.92,-71.82,0.65,-0.63,-49.12,0.61,-0.67,-52.05,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 25,0.55,***,***,***,***,***,***,***,***,***,0.94,0.40,72.48,0.10,-0.45,-82.57,0.20,-0.34,-62.84,0.13,-0.42,-76.15,0.21,-0.34,-61.93,0.58,0.03,6.42,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 27,0.47,1.24,0.77,162.96,***,***,***,***,***,***,0.81,0.34,71.43,0.25,-0.22,-47.09,0.38,-0.10,-20.63,0.39,-0.08,-16.93,0.67,0.19,40.74,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 28,0.52,***,***,***,***,***,***,***,***,***,0.78,0.26,48.80,0.26,-0.26,-49.76,0.12,-0.41,-77.51,0.16,-0.37,-69.86,0.60,0.08,14.59,0.74,0.22,41.63,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 29,1.09,1.29,0.20,18.62,0.91,-0.18,-16.78,***,***,***,0.85,-0.24,-21.95,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 30,1.15,***,***,***,***,***,***,***,***,***,0.98,-0.17,-14.97,0.45,-0.71,-61.17,0.40,-0.75,-65.08,0.19,-0.96,-83.51,0.37,-0.79,-68.11,0.73,-0.42,-36.44,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 32,0.56,***,***,***,***,***,***,***,***,***,0.54,-0.02,-2.69,0.36,-0.20,-35.43,0.23,-0.33,-58.30,0.14,-0.42,-75.78,0.37,-0.19,-33.18,0.38,-0.18,-31.39,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 34,1.55,2.38,0.83,53.88,***,***,***,***,***,***,1.23,-0.31,-20.23,0.64,-0.91,-58.74,0.44,-1.11,-71.52,0.76,-0.79,-51.13,0.67,-0.88,-56.96,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 01,***,***,***,***,***,***,***,***,***,***,1.37,***,***,0.19,***,***,0.31,***,***,0.29,***,***,0.74,***,***,0.54,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 07,***,***,***,***,***,***,***,***,***,***,1.77,***,***,0.31,***,***,0.43,***,***,0.21,***,***,0.37,***,***,0.97,***,***,***,***,***,0.24,***,***,0.24,***,***,0.39,***,***,0.52,***,***,0.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 08,***,***,***,***,***,***,***,***,***,***,0.61,***,***,0.38,***,***,0.62,***,***,0.31,***,***,1.02,***,***,1.11,***,***,0.93,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 10,***,***,***,***,***,***,***,***,***,***,1.67,***,***,0.14,***,***,0.50,***,***,0.68,***,***,1.06,***,***,1.29,***,***,1.46,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 12,***,***,***,***,***,***,***,***,***,***,0.75,***,***,0.36,***,***,0.42,***,***,0.64,***,***,***,***,***,***,***,***,***,***,***,0.35,***,***,0.19,***,***,0.68,***,***,0.68,***,***,0.78,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 21,***,***,***,***,***,***,***,***,***,***,1.65,***,***,0.04,***,***,0.26,***,***,0.32,***,***,0.65,***,***,0.68,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 22,***,***,***,***,***,***,***,***,***,***,1.60,***,***,0.24,***,***,0.24,***,***,0.62,***,***,0.67,***,***,0.50,***,***,0.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 24,***,***,***,***,***,***,***,***,***,***,1.13,***,***,0.16,***,***,0.30,***,***,0.42,***,***,0.57,***,***,0.38,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 25,***,***,***,***,***,***,***,***,***,***,0.82,***,***,0.28,***,***,0.19,***,***,0.38,***,***,0.43,***,***,0.96,***,***,***,***,***,0.05,***,***,0.26,***,***,0.33,***,***,0.56,***,***,0.39,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 01,***,***,***,***,***,***,***,***,***,***,0.84,***,***,0.16,***,***,0.54,***,***,0.35,***,***,0.30,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 02,***,***,***,***,***,***,***,***,***,***,1.07,***,***,0.24,***,***,0.35,***,***,0.66,***,***,0.27,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 03,***,***,***,***,***,***,***,***,***,***,0.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 04,***,***,***,***,***,***,***,***,***,***,0.66,***,***,0.28,***,***,0.65,***,***,0.61,***,***,0.46,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 05,***,***,***,***,***,***,***,***,***,***,0.39,***,***,0.37,***,***,0.41,***,***,0.43,***,***,0.35,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 06,***,***,***,***,***,***,***,***,***,***,0.43,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 07,***,***,***,***,***,***,***,***,***,***,0.44,***,***,0.15,***,***,0.13,***,***,0.33,***,***,0.19,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 08,***,***,***,***,***,***,***,***,***,***,0.26,***,***,0.19,***,***,0.31,***,***,0.51,***,***,0.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 09,***,***,***,***,***,***,***,***,***,***,0.34,***,***,0.21,***,***,0.19,***,***,0.22,***,***,0.67,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 10,***,***,***,***,***,***,***,***,***,***,0.19,***,***,0.15,***,***,0.34,***,***,0.28,***,***,0.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 11,***,***,***,***,***,***,***,***,***,***,0.28,***,***,0.27,***,***,0.28,***,***,0.30,***,***,0.21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 12,***,***,***,***,***,***,***,***,***,***,0.69,***,***,0.20,***,***,***,***,***,0.32,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.39,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 13,***,***,***,***,***,***,***,***,***,***,0.13,***,***,0.10,***,***,0.27,***,***,0.11,***,***,0.17,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 14,***,***,***,***,***,***,***,***,***,***,0.69,***,***,0.26,***,***,0.47,***,***,0.25,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 15,***,***,***,***,***,***,***,***,***,***,0.26,***,***,0.26,***,***,0.29,***,***,0.40,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 01,***,***,***,***,***,***,***,***,***,***,0.87,***,***,0.05,***,***,0.07,***,***,0.24,***,***,0.35,***,***,0.40,***,***,***,***,***,0.04,***,***,0.06,***,***,0.13,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 03,***,***,***,***,***,***,***,***,***,***,0.79,***,***,0.49,***,***,0.22,***,***,0.83,***,***,0.75,***,***,0.89,***,***,***,***,***,0.04,***,***,0.06,***,***,0.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 11,***,***,***,***,***,***,***,***,***,***,0.98,***,***,***,***,***,***,***,***,***,***,***,0.56,***,***,0.59,***,***,***,***,***,0.09,***,***,0.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 12,***,***,***,***,***,***,***,***,***,***,0.77,***,***,0.47,***,***,0.38,***,***,0.17,***,***,0.49,***,***,0.62,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 15,***,***,***,***,***,***,***,***,***,***,1.03,***,***,0.04,***,***,0.05,***,***,0.26,***,***,0.69,***,***,0.70,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 01,***,***,***,***,***,***,***,***,***,***,1.19,***,***,0.14,***,***,0.35,***,***,1.08,***,***,0.52,***,***,1.25,***,***,***,***,***,0.03,***,***,0.12,***,***,0.31,***,***,0.63,***,***,0.73,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 02,***,***,***,***,***,***,***,***,***,***,1.71,***,***,0.26,***,***,0.53,***,***,0.73,***,***,0.60,***,***,0.90,***,***,***,***,***,0.01,***,***,0.12,***,***,0.34,***,***,0.42,***,***,0.59,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 03,***,***,***,***,***,***,***,***,***,***,0.65,***,***,0.37,***,***,0.31,***,***,0.19,***,***,0.91,***,***,***,***,***,***,***,***,0.15,***,***,0.60,***,***,0.38,***,***,***,***,***,***,***,***,0.28,***,***,0.24,***,***,0.27,***,***,0.71,***,***,0.46,***,***,0.46,***,***
PIPN 04,***,***,***,***,***,***,***,***,***,***,1.08,***,***,0.49,***,***,0.63,***,***,0.34,***,***,1.00,***,***,***,***,***,***,***,***,0.49,***,***,0.47,***,***,0.50,***,***,0.61,***,***,1.02,***,***,0.41,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
