ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = 1-hr
Units = Tons per Acre

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIAB 16,0.33,***,***,***,***,***,***,***,***,***,0.17,-0.16,-49.06,0.20,-0.14,-40.86,0.13,-0.20,-61.26,0.14,-0.19,-57.19,0.16,-0.17,-51.08,***,***,***,***,***,***,0.00,-0.33,-100.00,0.14,-0.20,-59.22,0.25,-0.09,-26.56,0.05,-0.28,-83.74,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 17,0.21,***,***,***,***,***,***,***,***,***,0.30,0.09,41.91,0.02,-0.19,-90.32,0.04,-0.17,-80.65,0.11,-0.10,-48.39,0.33,0.12,58.02,***,***,***,***,***,***,0.12,-0.09,-45.15,0.10,-0.11,-51.60,0.16,-0.05,-22.57,0.29,0.08,38.68,***,***,***,0.01,-0.20,-96.78,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 18,0.54,***,***,***,***,***,***,***,***,***,0.52,-0.01,-2.53,0.01,-0.52,-97.47,0.04,-0.50,-92.41,0.11,-0.43,-79.77,0.73,0.19,35.18,***,***,***,***,***,***,0.07,-0.47,-87.34,0.15,-0.39,-72.18,0.05,-0.49,-91.14,0.14,-0.40,-74.73,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 19,0.44,***,***,***,***,***,***,***,***,***,0.31,-0.13,-29.26,0.40,-0.04,-9.25,0.18,-0.26,-59.99,0.31,-0.14,-30.77,0.44,0.00,-0.05,***,***,***,***,***,***,0.01,-0.43,-98.46,0.07,-0.37,-83.06,0.05,-0.39,-87.70,0.04,-0.40,-90.78,***,***,***,0.04,-0.40,-90.77,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 20,0.22,***,***,***,***,***,***,***,***,***,0.35,0.13,59.45,0.06,-0.16,-71.86,0.12,-0.09,-43.74,0.23,0.01,6.24,0.47,0.25,115.63,***,***,***,***,***,***,0.00,-0.22,-100.00,0.01,-0.20,-93.75,0.03,-0.18,-84.37,0.08,-0.14,-62.51,***,***,***,0.04,-0.18,-81.26,0.09,-0.12,-56.23,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 23,0.59,0.34,-0.25,-41.84,0.40,-0.19,-32.62,0.19,-0.40,-67.42,0.39,-0.19,-32.74,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 26,0.16,***,***,***,***,***,***,***,***,***,0.19,0.03,16.67,0.09,-0.07,-45.82,0.09,-0.07,-41.65,0.06,-0.10,-62.50,1.16,1.00,612.59,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 27,0.01,0.16,0.15,1098.19,***,***,***,***,***,***,0.16,0.14,1045.83,0.14,0.12,895.65,0.09,0.07,547.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 02,0.29,0.18,-0.11,-39.10,0.14,-0.14,-50.03,0.62,0.33,112.65,0.28,0.00,-1.60,0.23,-0.06,-20.44,0.24,-0.05,-15.73,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 04,0.35,0.15,-0.20,-56.40,0.11,-0.24,-67.93,0.52,0.17,47.32,0.54,0.19,52.50,0.10,-0.25,-71.80,0.33,-0.03,-7.75,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 10,0.34,0.32,-0.01,-4.34,0.45,0.12,34.61,***,***,***,0.58,0.24,71.01,0.58,0.24,71.01,0.25,-0.09,-26.10,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 13,0.25,0.54,0.29,112.28,***,***,***,***,***,***,0.56,0.30,119.66,0.13,-0.13,-50.03,0.13,-0.13,-50.12,0.17,-0.08,-32.18,0.41,0.16,60.86,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 14,0.32,0.08,-0.24,-75.33,***,***,***,***,***,***,0.43,0.12,36.77,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 16,0.20,0.30,0.11,54.08,0.22,0.03,14.36,***,***,***,0.19,0.00,-2.02,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 17,0.33,0.39,0.06,19.44,***,***,***,***,***,***,0.44,0.12,35.74,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 11,0.03,0.10,0.08,300.00,***,***,***,***,***,***,0.05,0.03,100.00,0.04,0.02,66.67,0.03,0.01,33.33,0.03,0.00,0.00,0.04,0.02,66.67,0.04,0.02,66.67,***,***,***,0.02,-0.01,-33.33,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 14,0.01,***,***,***,***,***,***,***,***,***,0.00,-0.01,-100.00,0.02,0.01,99.97,0.00,-0.01,-100.00,0.00,-0.01,-100.00,0.03,0.03,305.01,0.10,0.09,1014.72,***,***,***,0.04,0.03,401.18,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 23,0.07,***,***,***,***,***,***,***,***,***,0.07,0.00,-0.01,0.01,-0.06,-87.51,0.05,-0.02,-25.01,0.04,-0.03,-37.50,0.05,-0.02,-25.01,0.03,-0.03,-50.00,***,***,***,0.10,0.03,49.98,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 24,0.04,***,***,***,***,***,***,***,***,***,0.08,0.03,79.35,0.00,-0.04,-100.00,0.03,-0.02,-40.29,0.00,-0.04,-100.00,0.02,-0.03,-60.07,0.10,0.06,138.01,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 25,0.01,0.04,0.03,399.63,***,***,***,***,***,***,0.01,0.00,-0.16,0.00,-0.01,-100.00,0.06,0.05,599.21,0.01,0.00,-0.16,0.02,0.01,99.84,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 30,0.02,***,***,***,***,***,***,***,***,***,0.06,0.04,250.10,0.06,0.04,249.97,0.02,0.00,-0.03,0.01,-0.01,-50.01,0.04,0.03,149.97,0.11,0.10,549.97,***,***,***,0.02,0.00,-0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 03,0.06,***,***,***,***,***,***,***,***,***,0.10,0.04,71.46,0.07,0.01,14.27,0.07,0.01,14.30,0.04,-0.02,-28.59,0.05,-0.01,-14.26,***,***,***,***,***,***,0.18,0.13,214.37,0.15,0.09,157.19,0.04,-0.02,-28.55,0.07,0.01,14.32,0.10,0.04,71.49,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 04,0.05,***,***,***,***,***,***,***,***,***,0.04,-0.01,-16.67,0.05,0.00,0.00,0.04,-0.01,-16.67,0.05,0.00,0.00,0.03,-0.03,-50.00,***,***,***,***,***,***,0.03,-0.02,-33.33,0.02,-0.03,-66.67,0.03,-0.03,-50.00,0.11,0.06,116.67,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 18,0.03,0.06,0.03,75.29,0.01,-0.03,-74.71,***,***,***,0.05,0.02,50.24,0.01,-0.03,-75.12,0.05,0.02,50.18,0.03,-0.01,-24.94,0.07,0.03,100.12,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 25,0.05,***,***,***,***,***,***,***,***,***,0.16,0.11,215.96,0.05,0.00,-0.19,0.05,0.00,-0.06,0.14,0.09,183.27,0.05,0.00,-0.22,0.16,0.11,216.49,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 27,0.00,0.03,0.03,***,***,***,***,***,***,***,0.01,0.01,***,0.03,0.03,***,0.04,0.04,***,0.07,0.07,***,0.03,0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 28,0.23,***,***,***,***,***,***,***,***,***,0.39,0.16,67.84,0.14,-0.09,-39.29,0.28,0.04,17.83,0.15,-0.08,-35.72,0.43,0.19,82.11,0.18,-0.06,-25.01,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 29,0.04,0.10,0.06,140.04,0.04,0.00,0.00,***,***,***,0.07,0.03,60.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 30,0.19,***,***,***,***,***,***,***,***,***,0.13,-0.07,-34.78,0.08,-0.12,-60.87,0.08,-0.12,-60.87,0.13,-0.06,-30.43,0.15,-0.04,-21.73,0.23,0.03,17.41,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 32,0.03,***,***,***,***,***,***,***,***,***,0.05,0.03,99.81,0.04,0.02,66.47,0.04,0.02,66.51,0.04,0.02,66.63,0.09,0.07,266.99,0.03,0.01,33.26,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 34,0.09,0.03,-0.06,-63.61,***,***,***,***,***,***,0.04,-0.05,-54.60,0.03,-0.07,-72.76,0.08,-0.01,-9.06,0.06,-0.03,-36.43,0.03,-0.07,-72.72,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 01,***,***,***,***,***,***,***,***,***,***,0.35,***,***,0.16,***,***,0.16,***,***,0.15,***,***,0.10,***,***,0.59,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 07,***,***,***,***,***,***,***,***,***,***,0.30,***,***,0.08,***,***,0.12,***,***,0.12,***,***,0.19,***,***,0.05,***,***,***,***,***,0.00,***,***,0.03,***,***,0.03,***,***,0.01,***,***,0.01,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 08,***,***,***,***,***,***,***,***,***,***,0.19,***,***,0.05,***,***,0.08,***,***,0.10,***,***,0.18,***,***,0.35,***,***,0.15,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 10,***,***,***,***,***,***,***,***,***,***,0.28,***,***,0.14,***,***,0.07,***,***,0.22,***,***,0.25,***,***,0.63,***,***,0.35,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 12,***,***,***,***,***,***,***,***,***,***,0.38,***,***,0.30,***,***,0.33,***,***,0.14,***,***,***,***,***,***,***,***,***,***,***,0.13,***,***,0.12,***,***,0.14,***,***,0.24,***,***,0.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 21,***,***,***,***,***,***,***,***,***,***,0.11,***,***,0.01,***,***,0.03,***,***,0.07,***,***,0.37,***,***,0.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 22,***,***,***,***,***,***,***,***,***,***,0.07,***,***,0.11,***,***,0.06,***,***,0.12,***,***,0.05,***,***,0.12,***,***,0.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 24,***,***,***,***,***,***,***,***,***,***,0.20,***,***,0.07,***,***,0.05,***,***,0.03,***,***,0.18,***,***,0.15,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 25,***,***,***,***,***,***,***,***,***,***,0.44,***,***,0.16,***,***,0.21,***,***,0.27,***,***,0.64,***,***,0.33,***,***,***,***,***,0.02,***,***,0.20,***,***,0.31,***,***,0.20,***,***,0.49,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 01,***,***,***,***,***,***,***,***,***,***,0.12,***,***,0.25,***,***,0.48,***,***,0.20,***,***,0.59,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 02,***,***,***,***,***,***,***,***,***,***,0.38,***,***,0.11,***,***,0.22,***,***,0.20,***,***,0.16,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 03,***,***,***,***,***,***,***,***,***,***,0.20,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 04,***,***,***,***,***,***,***,***,***,***,0.27,***,***,0.07,***,***,0.24,***,***,0.14,***,***,1.16,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 05,***,***,***,***,***,***,***,***,***,***,0.08,***,***,0.08,***,***,0.11,***,***,0.26,***,***,0.52,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 06,***,***,***,***,***,***,***,***,***,***,0.20,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 07,***,***,***,***,***,***,***,***,***,***,0.12,***,***,0.16,***,***,0.14,***,***,0.12,***,***,0.14,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 08,***,***,***,***,***,***,***,***,***,***,0.08,***,***,0.03,***,***,0.02,***,***,0.13,***,***,0.30,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 09,***,***,***,***,***,***,***,***,***,***,0.35,***,***,0.28,***,***,0.16,***,***,0.30,***,***,0.16,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 10,***,***,***,***,***,***,***,***,***,***,0.15,***,***,0.05,***,***,0.14,***,***,0.21,***,***,0.25,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 11,***,***,***,***,***,***,***,***,***,***,0.07,***,***,0.10,***,***,0.12,***,***,0.28,***,***,0.15,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 12,***,***,***,***,***,***,***,***,***,***,0.01,***,***,0.03,***,***,***,***,***,0.03,***,***,0.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 13,***,***,***,***,***,***,***,***,***,***,0.08,***,***,0.08,***,***,0.23,***,***,0.17,***,***,0.14,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 14,***,***,***,***,***,***,***,***,***,***,0.09,***,***,0.02,***,***,0.07,***,***,0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 15,***,***,***,***,***,***,***,***,***,***,0.07,***,***,0.07,***,***,0.12,***,***,0.22,***,***,0.17,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 01,***,***,***,***,***,***,***,***,***,***,0.37,***,***,0.11,***,***,0.15,***,***,0.13,***,***,0.15,***,***,0.19,***,***,***,***,***,0.04,***,***,0.19,***,***,0.17,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 03,***,***,***,***,***,***,***,***,***,***,0.25,***,***,0.06,***,***,0.18,***,***,0.18,***,***,0.13,***,***,0.16,***,***,***,***,***,0.00,***,***,0.02,***,***,0.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 11,***,***,***,***,***,***,***,***,***,***,0.27,***,***,***,***,***,***,***,***,***,***,***,0.27,***,***,0.50,***,***,***,***,***,0.01,***,***,0.02,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 12,***,***,***,***,***,***,***,***,***,***,0.51,***,***,0.15,***,***,0.19,***,***,0.18,***,***,0.18,***,***,0.36,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 15,***,***,***,***,***,***,***,***,***,***,0.61,***,***,0.02,***,***,0.09,***,***,0.08,***,***,0.15,***,***,0.34,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 01,***,***,***,***,***,***,***,***,***,***,0.18,***,***,0.10,***,***,0.03,***,***,0.07,***,***,0.23,***,***,0.06,***,***,***,***,***,0.03,***,***,0.03,***,***,0.03,***,***,0.06,***,***,0.18,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 02,***,***,***,***,***,***,***,***,***,***,0.05,***,***,0.01,***,***,0.05,***,***,0.03,***,***,0.04,***,***,0.03,***,***,***,***,***,0.00,***,***,0.03,***,***,0.05,***,***,0.03,***,***,0.03,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 03,***,***,***,***,***,***,***,***,***,***,0.12,***,***,0.01,***,***,0.03,***,***,0.05,***,***,0.03,***,***,***,***,***,***,***,***,0.03,***,***,0.00,***,***,0.03,***,***,***,***,***,***,***,***,0.03,***,***,0.05,***,***,0.03,***,***,0.00,***,***,0.03,***,***,0.04,***,***
PIPN 04,***,***,***,***,***,***,***,***,***,***,0.04,***,***,0.03,***,***,0.03,***,***,0.09,***,***,0.02,***,***,***,***,***,***,***,***,0.06,***,***,0.03,***,***,0.03,***,***,0.05,***,***,0.03,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 05,***,***,***,***,***,***,***,***,***,***,0.05,***,***,0.00,***,***,0.04,***,***,0.02,***,***,0.00,***,***,***,***,***,***,***,***,0.01,***,***,0.00,***,***,0.06,***,***,0.09,***,***,0.12,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
