ProjectUnit = ALL_FMH
Summary Report = Surface Fuels
Report Attribute = 10-hr
Units = Tons per Acre

Macroplot,PR01-Attr,PR02-Attr,PR02-Diff,PR02-%Diff,PR03-Attr,PR03-Diff,PR03-%Diff,PR04-Attr,PR04-Diff,PR04-%Diff,Pre-Attr,Pre-Diff,Pre-%Diff,01Post-Attr,01Post-Diff,01Post-%Diff,01Year1-Attr,01Year1-Diff,01Year1-%Diff,01Year2-Attr,01Year2-Diff,01Year2-%Diff,01Year5-Attr,01Year5-Diff,01Year5-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year1-Attr,02Year1-Diff,02Year1-%Diff,02Year2-Attr,02Year2-Diff,02Year2-%Diff,02Year5-Attr,02Year5-Diff,02Year5-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year1-Attr,03Year1-Diff,03Year1-%Diff,03Year2-Attr,03Year2-Diff,03Year2-%Diff,03Year5-Attr,03Year5-Diff,03Year5-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,04Post-Attr,04Post-Diff,04Post-%Diff
PIAB 16,1.28,***,***,***,***,***,***,***,***,***,1.80,0.52,40.99,2.21,0.93,72.83,1.16,-0.12,-9.05,0.99,-0.29,-22.69,0.87,-0.41,-31.80,***,***,***,***,***,***,0.06,-1.22,-95.45,0.23,-1.04,-81.81,0.23,-1.04,-81.82,0.58,-0.70,-54.65,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 17,1.62,***,***,***,***,***,***,***,***,***,1.56,-0.06,-3.55,0.40,-1.21,-75.00,0.52,-1.10,-67.85,0.69,-0.92,-57.14,0.58,-1.04,-64.29,***,***,***,***,***,***,0.46,-1.15,-71.42,0.81,-0.81,-50.00,0.92,-0.69,-42.85,1.44,-0.17,-10.73,***,***,***,0.40,-1.21,-74.99,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 18,2.55,***,***,***,***,***,***,***,***,***,1.45,-1.10,-43.16,0.12,-2.43,-95.46,0.35,-2.20,-86.33,0.29,-2.26,-88.66,0.98,-1.56,-61.38,***,***,***,***,***,***,0.52,-2.03,-79.55,0.69,-1.85,-72.74,0.29,-2.26,-88.60,0.29,-2.26,-88.66,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 19,3.35,***,***,***,***,***,***,***,***,***,2.37,-0.98,-29.31,1.33,-2.02,-60.33,0.98,-2.37,-70.66,1.10,-2.25,-67.21,1.33,-2.02,-60.33,***,***,***,***,***,***,0.40,-2.95,-87.94,0.29,-3.06,-91.38,0.40,-2.95,-87.94,0.29,-3.06,-91.37,***,***,***,0.35,-3.00,-89.65,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 20,1.39,***,***,***,***,***,***,***,***,***,1.68,0.29,20.83,0.23,-1.16,-83.33,0.23,-1.16,-83.33,0.46,-0.92,-66.67,2.08,0.69,49.97,***,***,***,***,***,***,0.00,-1.39,-100.00,0.00,-1.39,-100.00,0.23,-1.16,-83.34,0.52,-0.87,-62.51,***,***,***,0.98,-0.40,-29.15,1.16,-0.23,-16.67,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 23,1.68,1.74,0.06,3.65,2.03,0.35,20.50,0.99,-0.70,-41.36,1.05,-0.64,-37.88,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 26,0.92,***,***,***,***,***,***,***,***,***,1.10,0.17,18.75,0.81,-0.12,-12.49,1.04,0.12,12.51,0.75,-0.17,-18.74,2.71,1.79,193.76,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 27,1.22,0.52,-0.70,-57.25,***,***,***,***,***,***,1.29,0.06,5.06,1.11,-0.12,-9.62,0.87,-0.35,-28.65,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 02,2.62,2.02,-0.60,-22.85,1.35,-1.27,-48.48,2.32,-0.30,-11.31,1.65,-0.97,-37.08,1.50,-1.12,-42.82,0.82,-1.80,-68.59,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 04,1.50,2.17,0.67,44.95,1.50,0.00,0.03,2.39,0.90,59.95,1.65,0.15,9.94,1.35,-0.15,-10.06,0.82,-0.67,-45.04,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 10,2.34,2.41,0.07,3.10,1.81,-0.53,-22.48,***,***,***,1.73,-0.61,-26.01,1.73,-0.61,-26.01,0.83,-1.51,-64.66,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 13,1.43,3.01,1.58,110.56,***,***,***,***,***,***,2.49,1.06,73.79,0.83,-0.60,-42.09,0.30,-1.13,-78.94,0.98,-0.45,-31.53,1.36,-0.08,-5.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 14,2.73,1.29,-1.44,-52.73,***,***,***,***,***,***,1.97,-0.76,-27.71,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 16,2.84,2.83,0.00,-0.14,1.45,-1.38,-48.70,***,***,***,2.15,-0.69,-24.27,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 17,2.35,1.82,-0.54,-22.80,***,***,***,***,***,***,1.43,-0.92,-39.27,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 11,1.32,0.55,-0.77,-58.33,***,***,***,***,***,***,0.66,-0.66,-50.00,0.16,-1.15,-87.50,0.33,-0.99,-75.00,0.44,-0.88,-66.67,0.33,-0.99,-75.00,0.33,-0.99,-75.00,***,***,***,0.38,-0.93,-70.83,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 14,0.44,***,***,***,***,***,***,***,***,***,0.55,0.11,24.83,0.11,-0.33,-75.08,0.00,-0.44,-100.00,0.22,-0.22,-50.24,0.66,0.22,50.38,1.78,1.34,303.23,***,***,***,0.22,-0.22,-50.26,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 23,1.15,***,***,***,***,***,***,***,***,***,1.15,0.00,0.01,0.44,-0.71,-61.90,0.77,-0.38,-33.33,0.49,-0.66,-57.14,0.33,-0.82,-71.42,0.82,-0.33,-28.56,***,***,***,0.71,-0.44,-38.08,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 24,0.90,***,***,***,***,***,***,***,***,***,1.06,0.16,18.41,0.28,-0.61,-68.67,0.50,-0.39,-43.64,0.28,-0.61,-68.65,0.73,-0.17,-18.96,1.33,0.44,48.99,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 25,0.77,0.60,-0.16,-21.41,***,***,***,***,***,***,0.27,-0.49,-64.27,0.82,0.06,7.16,0.33,-0.44,-57.15,0.55,-0.22,-28.58,0.33,-0.44,-57.14,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 30,0.55,***,***,***,***,***,***,***,***,***,0.77,0.22,40.02,0.77,0.22,40.01,0.49,-0.05,-10.01,0.38,-0.16,-30.01,0.71,0.16,30.02,1.21,0.66,120.04,***,***,***,0.16,-0.38,-70.01,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 03,0.41,***,***,***,***,***,***,***,***,***,0.58,0.18,42.90,0.82,0.41,100.01,0.58,0.18,42.90,0.47,0.06,14.31,0.47,0.06,14.28,***,***,***,***,***,***,0.64,0.23,57.17,0.88,0.47,114.36,0.82,0.41,100.06,1.05,0.64,157.17,0.70,0.29,71.44,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 04,0.53,***,***,***,***,***,***,***,***,***,1.11,0.58,111.11,0.12,-0.41,-77.78,0.41,-0.12,-22.22,0.12,-0.41,-77.78,0.35,-0.18,-33.33,***,***,***,***,***,***,0.18,-0.35,-66.67,0.18,-0.35,-66.67,0.47,-0.06,-11.11,0.41,-0.12,-22.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 18,0.83,0.47,-0.35,-42.79,0.29,-0.53,-64.41,***,***,***,1.18,0.35,42.65,0.82,0.00,-0.57,0.71,-0.12,-14.33,0.53,-0.30,-35.91,0.83,0.00,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 25,0.41,***,***,***,***,***,***,***,***,***,0.35,-0.06,-14.12,0.12,-0.29,-71.32,0.35,-0.06,-14.21,0.35,-0.06,-14.11,0.35,-0.06,-14.08,0.65,0.24,57.56,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 27,0.30,0.47,0.17,59.03,***,***,***,***,***,***,0.59,0.29,99.65,0.77,0.47,158.97,0.53,0.23,79.02,0.41,0.12,39.65,0.41,0.11,38.63,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 28,0.93,***,***,***,***,***,***,***,***,***,0.76,-0.18,-18.75,0.12,-0.82,-87.50,0.53,-0.41,-43.75,0.53,-0.41,-43.75,0.58,-0.35,-37.51,1.05,0.12,12.50,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 29,0.47,0.41,-0.06,-12.51,0.53,0.06,12.50,***,***,***,0.53,0.06,12.50,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 30,0.88,***,***,***,***,***,***,***,***,***,0.53,-0.35,-40.01,0.35,-0.53,-60.00,0.23,-0.64,-73.34,0.06,-0.82,-93.33,0.53,-0.35,-40.00,0.41,-0.47,-53.33,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 32,0.47,***,***,***,***,***,***,***,***,***,0.29,-0.18,-37.52,0.41,-0.06,-12.48,0.53,0.06,12.48,0.23,-0.23,-50.04,0.64,0.18,37.40,0.88,0.41,87.72,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO 34,0.41,0.18,-0.23,-57.17,***,***,***,***,***,***,0.41,0.00,-0.09,0.23,-0.18,-42.87,0.35,-0.06,-14.32,0.23,-0.18,-42.91,0.70,0.29,71.17,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 01,***,***,***,***,***,***,***,***,***,***,1.62,***,***,0.41,***,***,0.47,***,***,0.58,***,***,0.81,***,***,2.15,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 07,***,***,***,***,***,***,***,***,***,***,1.10,***,***,1.44,***,***,1.04,***,***,0.98,***,***,1.21,***,***,1.21,***,***,***,***,***,0.29,***,***,0.35,***,***,0.52,***,***,1.27,***,***,0.64,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 08,***,***,***,***,***,***,***,***,***,***,2.95,***,***,0.87,***,***,0.81,***,***,0.69,***,***,1.22,***,***,2.03,***,***,1.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 10,***,***,***,***,***,***,***,***,***,***,0.81,***,***,0.92,***,***,0.58,***,***,1.50,***,***,2.42,***,***,2.83,***,***,2.66,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 12,***,***,***,***,***,***,***,***,***,***,1.50,***,***,1.56,***,***,2.43,***,***,1.73,***,***,***,***,***,***,***,***,***,***,***,1.56,***,***,1.21,***,***,1.27,***,***,1.44,***,***,0.92,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 21,***,***,***,***,***,***,***,***,***,***,1.41,***,***,0.12,***,***,0.76,***,***,0.64,***,***,1.46,***,***,1.05,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 22,***,***,***,***,***,***,***,***,***,***,2.02,***,***,1.44,***,***,2.08,***,***,1.21,***,***,1.44,***,***,1.44,***,***,1.27,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 24,***,***,***,***,***,***,***,***,***,***,0.93,***,***,0.35,***,***,0.93,***,***,0.69,***,***,0.70,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIAB 25,***,***,***,***,***,***,***,***,***,***,1.39,***,***,1.50,***,***,1.04,***,***,0.69,***,***,1.27,***,***,1.33,***,***,***,***,***,0.06,***,***,0.40,***,***,1.04,***,***,1.04,***,***,3.41,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 01,***,***,***,***,***,***,***,***,***,***,2.68,***,***,2.89,***,***,1.74,***,***,1.52,***,***,1.52,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 02,***,***,***,***,***,***,***,***,***,***,3.11,***,***,1.23,***,***,1.95,***,***,1.59,***,***,1.16,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 03,***,***,***,***,***,***,***,***,***,***,0.51,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 04,***,***,***,***,***,***,***,***,***,***,0.80,***,***,0.51,***,***,0.94,***,***,1.45,***,***,1.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 05,***,***,***,***,***,***,***,***,***,***,0.51,***,***,0.51,***,***,0.58,***,***,0.65,***,***,0.58,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 06,***,***,***,***,***,***,***,***,***,***,1.01,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 07,***,***,***,***,***,***,***,***,***,***,0.51,***,***,0.29,***,***,0.65,***,***,0.94,***,***,0.72,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 08,***,***,***,***,***,***,***,***,***,***,1.17,***,***,0.36,***,***,0.15,***,***,0.73,***,***,0.58,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 09,***,***,***,***,***,***,***,***,***,***,1.45,***,***,1.88,***,***,1.23,***,***,2.39,***,***,1.16,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 10,***,***,***,***,***,***,***,***,***,***,0.29,***,***,0.14,***,***,0.29,***,***,1.01,***,***,0.94,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 11,***,***,***,***,***,***,***,***,***,***,0.72,***,***,0.72,***,***,1.59,***,***,2.60,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 12,***,***,***,***,***,***,***,***,***,***,0.07,***,***,0.36,***,***,***,***,***,0.19,***,***,0.29,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 13,***,***,***,***,***,***,***,***,***,***,0.65,***,***,0.65,***,***,0.58,***,***,0.43,***,***,0.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 14,***,***,***,***,***,***,***,***,***,***,0.14,***,***,0.22,***,***,0.00,***,***,0.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIED 15,***,***,***,***,***,***,***,***,***,***,0.14,***,***,0.14,***,***,0.72,***,***,1.01,***,***,0.58,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 01,***,***,***,***,***,***,***,***,***,***,3.59,***,***,0.00,***,***,0.00,***,***,0.45,***,***,0.83,***,***,1.13,***,***,***,***,***,0.00,***,***,0.52,***,***,0.52,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 03,***,***,***,***,***,***,***,***,***,***,2.48,***,***,0.53,***,***,0.68,***,***,0.76,***,***,1.66,***,***,0.98,***,***,***,***,***,0.00,***,***,0.30,***,***,0.38,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 11,***,***,***,***,***,***,***,***,***,***,2.00,***,***,***,***,***,***,***,***,***,***,***,2.15,***,***,2.46,***,***,***,***,***,0.45,***,***,0.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 12,***,***,***,***,***,***,***,***,***,***,2.99,***,***,0.97,***,***,1.34,***,***,1.57,***,***,1.49,***,***,3.21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIEN 15,***,***,***,***,***,***,***,***,***,***,3.30,***,***,0.07,***,***,0.15,***,***,0.98,***,***,0.68,***,***,1.05,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 01,***,***,***,***,***,***,***,***,***,***,1.32,***,***,0.33,***,***,1.32,***,***,1.10,***,***,1.88,***,***,1.10,***,***,***,***,***,0.00,***,***,0.06,***,***,0.11,***,***,0.61,***,***,1.33,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 02,***,***,***,***,***,***,***,***,***,***,0.33,***,***,0.50,***,***,0.83,***,***,1.43,***,***,0.99,***,***,0.72,***,***,***,***,***,0.11,***,***,0.00,***,***,0.33,***,***,0.28,***,***,0.44,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPN 03,***,***,***,***,***,***,***,***,***,***,0.33,***,***,0.88,***,***,0.66,***,***,0.05,***,***,0.49,***,***,***,***,***,***,***,***,0.16,***,***,0.05,***,***,0.22,***,***,***,***,***,***,***,***,0.27,***,***,0.38,***,***,0.27,***,***,0.16,***,***,0.05,***,***,0.16,***,***
PIPN 04,***,***,***,***,***,***,***,***,***,***,0.44,***,***,0.99,***,***,0.99,***,***,0.44,***,***,0.71,***,***,***,***,***,***,***,***,0.44,***,***,0.55,***,***,0.60,***,***,0.82,***,***,0.77,***,***,0.33,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
