ProjectUnit = RAP ASS 
Summary Report = Surface Fuels
Report Attribute = 100-hr
Units = Tons per Acre

Macroplot,02RXYR03-Attr,01PILEBURNYR03-Attr,01PILEBURNYR03-Diff,01PILEBURNYR03-%Diff,02RXYR01-Attr,02RXYR01-Diff,02RXYR01-%Diff,Re01Year03-Attr,Re01Year03-Diff,Re01Year03-%Diff,01PILEBURNYR01-Attr,01PILEBURNYR01-Diff,01PILEBURNYR01-%Diff,02RXPOST-Attr,02RXPOST-Diff,02RXPOST-%Diff,01POSTPILE-Attr,01POSTPILE-Diff,01POSTPILE-%Diff,Re01Year01-Attr,Re01Year01-Diff,Re01Year01-%Diff,Post01-Attr,Post01-Diff,Post01-%Diff,Pre00-Attr,Pre00-Diff,Pre00-%Diff,01POSTPILEBURN-Attr,01POSTPILEBURN-Diff,01POSTPILEBURN-%Diff,Re01Year05-Attr,Re01Year05-Diff,Re01Year05-%Diff,Re01Year3-Attr,Re01Year3-Diff,Re01Year3-%Diff
20IN 10,***,1.21,***,***,***,***,***,***,***,***,2.42,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.21,***,***,1.21,***,***,***,***,***,***,***,***
20IN 11,***,1.23,***,***,***,***,***,***,***,***,2.47,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
20IN 12,***,1.35,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2.68,***,***,***,***,***,***,***,***,***,***,***
20IN 13,***,1.21,***,***,***,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
20IN 14,***,0.00,***,***,***,***,***,***,***,***,4.86,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2.43,***,***,2.43,***,***,***,***,***,***,***,***
20IN 2,***,0.00,***,***,***,***,***,***,***,***,3.63,***,***,***,***,***,2.42,***,***,***,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***
20IN 3,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,2.45,***,***,***,***,***,***,***,***,***,***,***
20IN 4,***,0.00,***,***,***,***,***,***,***,***,3.67,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,1.22,***,***,***,***,***,***,***,***,***,***,***
20IN 5,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
20IN 6,***,7.30,***,***,***,***,***,***,***,***,4.86,***,***,***,***,***,***,***,***,***,***,***,***,***,***,6.08,***,***,3.65,***,***,***,***,***,***,***,***
20IN 7,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,7.40,***,***,0.00,***,***,***,***,***,***,***,***
20IN 8,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,6.12,***,***,***,***,***,***,***,***,***,***,***
20IN 9,***,2.45,***,***,***,***,***,***,***,***,2.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,3.67,***,***,0.00,***,***,***,***,***,***,***,***
BOFR 1,***,3.78,***,***,***,***,***,***,***,***,2.52,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
BOFR 10,***,0.00,***,***,***,***,***,***,***,***,2.44,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.22,***,***,***,***,***,***,***,***,***,***,***
BOFR 11,***,7.33,***,***,***,***,***,***,***,***,7.33,***,***,***,***,***,***,***,***,***,***,***,***,***,***,4.89,***,***,***,***,***,***,***,***,***,***,***
BOFR 12,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.23,***,***,***,***,***,***,***,***,***,***,***
BOFR 13,***,1.23,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
BOFR 14,***,0.00,***,***,***,***,***,***,***,***,2.45,***,***,***,***,***,***,***,***,***,***,***,***,***,***,3.67,***,***,***,***,***,***,***,***,***,***,***
BOFR 15,***,3.67,***,***,***,***,***,***,***,***,1.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
BOFR 17,***,1.21,***,***,***,***,***,***,***,***,2.42,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
BOFR 3,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
BOFR 4,***,5.07,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.27,***,***,***,***,***,***,***,***,***,***,***
BOFR 5,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,6.05,***,***,***,***,***,***,***,***,***,***,***
BOFR 6,***,1.27,***,***,***,***,***,***,***,***,2.53,***,***,***,***,***,***,***,***,***,***,***,***,***,***,8.87,***,***,***,***,***,***,***,***,***,***,***
BOFR 7,***,11.23,***,***,***,***,***,***,***,***,1.25,***,***,***,***,***,***,***,***,***,***,***,***,***,***,3.74,***,***,***,***,***,***,***,***,***,***,***
BOFR 8,***,3.63,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,9.69,***,***,***,***,***,***,***,***,***,***,***
BOFR 9,***,0.00,***,***,***,***,***,***,***,***,1.25,***,***,***,***,***,***,***,***,***,***,***,***,***,***,3.75,***,***,***,***,***,***,***,***,***,***,***
HO CA 1,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
HO CA 10,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
HO CA 11,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2.45,***,***,***,***,***,***,***,***,***,***,***
HO CA 2,***,0.00,***,***,***,***,***,***,***,***,1.22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
HO CA 3,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
HO CA 4,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
HO CA 5,***,1.22,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
HO CA 6,***,0.00,***,***,***,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***
HO CA 7,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
HO CA 8,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.22,***,***,***,***,***,***,***,***,***,***,***
HO CA 9,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,3.66,***,***,***,***,***,***,***,***,***,***,***
YOWEST 11,***,1.21,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
YOWEST 12,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
YOWEST 16,***,1.35,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,1.35,***,***,***,***,***,***,***,***,1.35,***,***,***,***,***,***,***,***,***,***,***
YOWEST 17,***,5.52,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
YOWEST 18,***,0.00,***,***,***,***,***,***,***,***,1.25,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,6.24,***,***,***,***,***,***,***,***,***,***,***
YOWEST 19,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,7.27,***,***,***,***,***,***,***,***,***,***,***
YOWEST 20,***,3.72,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,3.72,***,***,***,***,***,***,***,***,***,***,***
YOWEST 6,***,3.76,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2.51,***,***,***,***,***,***,***,***,***,***,***
YOWEST 8,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,2.42,***,***,***,***,***,***,***,***,2.42,***,***,***,***,***,***,***,***,***,***,***
YOWEST 9,***,1.22,***,***,***,***,***,***,***,***,4.89,***,***,***,***,***,1.22,***,***,***,***,***,***,***,***,3.67,***,***,***,***,***,***,***,***,***,***,***
YOWEST10,***,3.64,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,2.43,***,***,***,***,***,***,***,***,2.43,***,***,***,***,***,***,***,***,***,***,***
Echo 9,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***
Kibbie 1,***,***,***,***,***,***,***,2.42,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,4.84,***,***,***,***,***,2.42,***,***,***,***,***
Kibbie 10,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,1.21,***,***,10.90,***,***,***,***,***,0.00,***,***,***,***,***
Kibbie 2,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,1.30,***,***,***,***,***,1.23,***,***,***,***,***
Kibbie 3,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,2.43,***,***,***,***,***
Kibbie 4,***,***,***,***,***,***,***,1.25,***,***,***,***,***,***,***,***,***,***,***,1.25,***,***,1.25,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***
Kibbie 5,***,***,***,***,***,***,***,3.77,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,1.26,***,***,10.05,***,***,***,***,***,1.22,***,***,***,***,***
Kibbie 6,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,1.21,***,***,***,***,***,4.88,***,***,***,***,***
Kibbie 7,***,***,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***,1.21,***,***,1.21,***,***,4.86,***,***,***,***,***,1.22,***,***,***,***,***
Kibbie 8,***,***,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***,1.21,***,***,0.00,***,***,1.21,***,***,***,***,***,0.00,***,***,***,***,***
Kibbie 9,***,***,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***,3.63,***,***,2.42,***,***,2.42,***,***,***,***,***,1.21,***,***,***,***,***
Whiskey11,***,***,***,***,***,***,***,1.22,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,1.22,***,***,***,***,***,1.22,***,***,***,***,***
Whiskey12,***,***,***,***,***,***,***,3.63,***,***,***,***,***,***,***,***,***,***,***,1.21,***,***,1.21,***,***,1.21,***,***,***,***,***,6.06,***,***,***,***,***
Whiskey13,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,1.21,***,***,0.00,***,***,3.64,***,***,***,***,***,1.21,***,***,***,***,***
Whiskey14,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***
Whiskey15,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,1.23,***,***,0.00,***,***,0.00,***,***,***,***,***,2.47,***,***,***,***,***
Whiskey16,***,***,***,***,***,***,***,2.42,***,***,***,***,***,***,***,***,***,***,***,2.42,***,***,3.63,***,***,1.21,***,***,***,***,***,0.00,***,***,***,***,***
Whiskey17,***,***,***,***,***,***,***,2.45,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,9.70,***,***,***,***,***
Whiskey18,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,1.22,***,***,***,***,***,1.22,***,***,***,***,***
Whiskey19,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,1.21,***,***,***,***,***,0.00,***,***,***,***,***
Whiskey20,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,3.64,***,***,***,***,***,1.21,***,***,***,***,***
Whiskey22,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,2.44,***,***,2.44,***,***,6.09,***,***,***,***,***,1.22,***,***,***,***,***
BOFR 16,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.22,***,***,***,***,***,***,***,***,***,***,***
Echo 1,***,***,***,***,***,***,***,4.99,***,***,***,***,***,***,***,***,***,***,***,6.24,***,***,***,***,***,2.49,***,***,***,***,***,6.24,***,***,***,***,***
Echo 10,***,***,***,***,***,***,***,1.23,***,***,***,***,***,***,***,***,***,***,***,1.23,***,***,***,***,***,0.00,***,***,***,***,***,1.47,***,***,***,***,***
Echo 2,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,1.24,***,***,***,***,***,3.73,***,***,***,***,***,0.46,***,***,***,***,***
Echo 3,***,***,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***,3.63,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***
Frog 1,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,2.42,***,***
Frog 2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***
Frog 3,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,2.42,***,***
Frog 4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***
Frog 5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,1.22,***,***,***,***,***,***,***,***,0.00,***,***
Frog 6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,3.63,***,***
Frog 7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,1.22,***,***,***,***,***,***,***,***,0.00,***,***
20IN 20,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2.56,***,***,***,***,***,***,***,***,***,***,***
20IN 21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,4.84,***,***,***,***,***,***,***,***,***,***,***
20IN 22,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
BOFR 2,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.34,***,***,***,***,***,***,***,***,***,***,***
Echo 4,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
Echo 5,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,2.42,***,***,***,***,***,***,***,***,***,***,***
Echo 6,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
Echo 7,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.21,***,***,***,***,***,***,***,***,***,***,***
Echo 8,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***
Whiskey21,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,3.65,***,***,***,***,***,***,***,***,***,***,***
Mean,2.71,1.47,1.24,45.74,0.95,1.76,64.89,1.09,1.63,59.96,1.33,1.38,50.97,1.09,1.62,59.87,0.80,1.92,70.65,0.85,1.86,68.52,0.70,2.01,74.30,2.07,0.64,23.70,1.46,1.25,46.24,1.81,0.90,33.21,1.21,1.50,55.35
