ProjectUnit = Ponderosa Pine
Summary Report = Surface Fuels
Report Attribute = 10-hr
Units = Tons per Acre

Macroplot,00Pre-Attr,01Post-Attr,01Post-Diff,01Post-%Diff,01Year01-Attr,01Year01-Diff,01Year01-%Diff,01Year02-Attr,01Year02-Diff,01Year02-%Diff,01Year05-Attr,01Year05-Diff,01Year05-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year14-Attr,01Year14-Diff,01Year14-%Diff,01Year15-Attr,01Year15-Diff,01Year15-%Diff,01Year17-Attr,01Year17-Diff,01Year17-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,01Year21-Attr,01Year21-Diff,01Year21-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year01-Attr,02Year01-Diff,02Year01-%Diff,02Year02-Attr,02Year02-Diff,02Year02-%Diff,02Year05-Attr,02Year05-Diff,02Year05-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year01-Attr,03Year01-Diff,03Year01-%Diff,03Year02-Attr,03Year02-Diff,03Year02-%Diff,03Year05-Attr,03Year05-Diff,03Year05-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,00PR01-Attr,00PR01-Diff,00PR01-%Diff,00PR03-Attr,00PR03-Diff,00PR03-%Diff,00PR04-Attr,00PR04-Diff,00PR04-%Diff,00PR05-Attr,00PR05-Diff,00PR05-%Diff
PIPO-70,1.19,0.25,-0.94,-78.90,0.50,-0.69,-57.87,1.01,-0.19,-15.54,0.95,-0.25,-20.73,1.00,-0.19,-15.82,***,***,***,1.19,0.00,-0.02,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.19,0.00,0.11,***,***,***,***,***,***,***,***,***
PIPO-71,0.44,1.19,0.75,171.02,0.62,0.19,42.54,0.25,-0.19,-43.09,0.37,-0.06,-14.50,0.94,0.50,114.08,***,***,***,0.75,0.31,71.07,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-72,0.87,0.87,0.00,-0.01,0.62,-0.25,-28.58,0.43,-0.43,-50.00,0.68,-0.19,-21.43,1.18,0.31,35.74,***,***,***,0.50,-0.37,-42.86,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-75,0.51,0.38,-0.13,-25.15,0.44,-0.06,-12.63,0.51,0.00,-0.11,0.38,-0.13,-25.19,0.95,0.45,88.56,***,***,***,0.19,-0.32,-62.60,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.32,-0.19,-37.24,***,***,***,***,***,***,***,***,***
PIPO-13,***,0.75,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.06,***,***,***,***,***,0.56,***,***,***,***,***,***,***,***,0.62,***,***,0.31,***,***,1.06,***,***,0.62,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-18,***,1.43,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.37,***,***,***,***,***,0.87,***,***,***,***,***,***,***,***,0.74,***,***,0.50,***,***,0.62,***,***,0.25,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-19,***,1.06,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.12,***,***,***,***,***,0.31,***,***,0.31,***,***,0.19,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-20,***,0.94,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.69,***,***,***,***,***,1.25,***,***,0.87,***,***,1.56,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-02,***,***,***,***,***,***,***,1.18,***,***,0.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.43,***,***,0.31,***,***,0.31,***,***,0.12,***,***,0.00,***,***,0.19,***,***,0.81,***,***,0.43,***,***,0.68,***,***,0.12,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-03,***,***,***,***,***,***,***,0.43,***,***,0.19,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.31,***,***,0.25,***,***,0.00,***,***,0.12,***,***,0.37,***,***,0.12,***,***,0.25,***,***,0.06,***,***,0.25,***,***,0.06,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-04,***,***,***,***,***,***,***,1.00,***,***,0.75,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.44,***,***,0.44,***,***,0.87,***,***,0.37,***,***,0.44,***,***,0.06,***,***,0.62,***,***,0.44,***,***,0.19,***,***,0.25,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-36,***,***,***,***,***,***,***,0.19,***,***,0.31,***,***,0.12,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.12,***,***,0.12,***,***,0.37,***,***,0.75,***,***,0.87,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-26,***,***,***,***,***,***,***,***,***,***,0.37,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.19,***,***,0.06,***,***,0.19,***,***,0.50,***,***,0.68,***,***,0.00,***,***,0.06,***,***,0.31,***,***,0.56,***,***,0.12,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,0.56,0.67,-0.11,-19.52,0.52,0.04,6.64,0.46,0.09,16.62,0.45,0.11,19.86,1.04,-0.48,-86.22,0.56,0.00,-0.59,0.71,-0.16,-27.96,0.75,-0.19,-34.07,0.59,-0.03,-6.24,0.87,-0.32,-56.68,0.48,0.07,13.26,0.48,0.08,14.09,0.53,0.03,5.46,0.60,-0.04,-7.44,0.82,-0.26,-47.50,0.09,0.46,83.26,0.44,0.12,21.78,0.31,0.25,44.11,0.42,0.14,24.65,0.43,0.13,23.33,0.66,-0.10,-18.26,0.50,0.06,10.67,0.06,0.49,88.85,0.00,0.56,100.00
