ProjectUnit = Ponderosa Pine
Summary Report = Surface Fuels
Report Attribute = 100-hr
Units = Tons per Acre

Macroplot,00Pre-Attr,01Post-Attr,01Post-Diff,01Post-%Diff,01Year01-Attr,01Year01-Diff,01Year01-%Diff,01Year02-Attr,01Year02-Diff,01Year02-%Diff,01Year05-Attr,01Year05-Diff,01Year05-%Diff,01Year10-Attr,01Year10-Diff,01Year10-%Diff,01Year14-Attr,01Year14-Diff,01Year14-%Diff,01Year15-Attr,01Year15-Diff,01Year15-%Diff,01Year17-Attr,01Year17-Diff,01Year17-%Diff,01Year20-Attr,01Year20-Diff,01Year20-%Diff,01Year21-Attr,01Year21-Diff,01Year21-%Diff,02Post-Attr,02Post-Diff,02Post-%Diff,02Year01-Attr,02Year01-Diff,02Year01-%Diff,02Year02-Attr,02Year02-Diff,02Year02-%Diff,02Year05-Attr,02Year05-Diff,02Year05-%Diff,02Year10-Attr,02Year10-Diff,02Year10-%Diff,03Post-Attr,03Post-Diff,03Post-%Diff,03Year01-Attr,03Year01-Diff,03Year01-%Diff,03Year02-Attr,03Year02-Diff,03Year02-%Diff,03Year05-Attr,03Year05-Diff,03Year05-%Diff,03Year10-Attr,03Year10-Diff,03Year10-%Diff,00PR01-Attr,00PR01-Diff,00PR01-%Diff,00PR03-Attr,00PR03-Diff,00PR03-%Diff,00PR04-Attr,00PR04-Diff,00PR04-%Diff,00PR05-Attr,00PR05-Diff,00PR05-%Diff
PIPO-70,1.56,0.31,-1.25,-79.97,0.63,-0.93,-59.68,0.31,-1.25,-79.97,1.25,-0.31,-19.87,1.25,-0.31,-19.67,***,***,***,0.94,-0.62,-39.96,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,-1.56,-100.00,***,***,***,***,***,***,***,***,***
PIPO-71,0.93,0.00,-0.93,-100.00,1.86,0.93,100.19,0.00,-0.93,-100.00,0.62,-0.31,-33.21,0.31,-0.62,-66.79,***,***,***,0.62,-0.31,-33.57,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-72,0.62,0.00,-0.62,-100.00,0.00,-0.62,-100.00,0.31,-0.31,-50.06,0.31,-0.31,-50.06,0.31,-0.31,-50.00,***,***,***,0.62,0.00,-0.05,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-75,0.31,1.26,0.95,302.06,0.00,-0.31,-100.00,0.96,0.64,204.59,0.63,0.32,102.22,0.95,0.63,202.22,***,***,***,0.32,0.00,0.54,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.63,0.31,100.00,***,***,***,***,***,***,***,***,***
PIPO-13,***,1.24,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.31,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-18,***,5.26,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.93,***,***,***,***,***,1.55,***,***,***,***,***,***,***,***,0.93,***,***,0.93,***,***,2.16,***,***,1.24,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-19,***,4.64,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-20,***,2.18,***,***,***,***,***,***,***,***,***,***,***,***,***,***,1.24,***,***,***,***,***,1.24,***,***,1.24,***,***,1.55,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-02,***,***,***,***,***,***,***,6.81,***,***,1.55,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.62,***,***,1.55,***,***,1.24,***,***,1.24,***,***,0.93,***,***,0.93,***,***,0.93,***,***,0.62,***,***,0.93,***,***,0.62,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-03,***,***,***,***,***,***,***,3.40,***,***,0.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.31,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-04,***,***,***,***,***,***,***,4.36,***,***,0.93,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.31,***,***,0.31,***,***,0.62,***,***,0.93,***,***,0.31,***,***,1.55,***,***,0.00,***,***,0.62,***,***,1.24,***,***,0.93,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-36,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,0.00,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***
PIPO-26,***,***,***,***,***,***,***,***,***,***,0.31,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,0.31,***,***,0.00,***,***,1.55,***,***,0.93,***,***,0.93,***,***,0.31,***,***,0.31,***,***,0.00,***,***,0.93,***,***,0.62,***,***,***,***,***,***,***,***,***,***,***,***,***,***
Mean,0.73,1.36,-0.63,-85.97,0.45,0.28,38.61,1.02,-0.29,-39.12,0.51,0.22,30.69,0.58,0.15,21.05,0.54,0.19,25.80,0.53,0.20,27.19,0.70,0.03,4.66,0.62,0.11,15.06,0.78,-0.05,-6.19,0.48,0.25,34.57,0.62,0.11,15.05,0.86,-0.13,-17.51,0.88,-0.15,-20.65,0.96,-0.23,-31.48,0.70,0.03,4.56,0.31,0.42,57.70,0.31,0.42,57.60,0.78,-0.04,-6.00,0.67,0.07,9.02,0.47,0.26,36.04,2.63,-1.90,-260.04,0.00,0.73,100.00,0.31,0.42,57.69
